# output/output_voltage.csv run at 2001-08-01 12:00:00 PDT on 124 powerflow objects (not all are nodes)
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
node_53,2377.879143,-0.018226,2463.751769,4.183057,2419.380683,2.096505
node_54,2393.622821,-0.019502,2469.916027,4.179931,2425.912729,2.089398
node_55,2385.240416,-0.021101,2465.881174,4.178503,2420.029801,2.088245
node_56,2380.396588,-0.021959,2463.145539,4.177626,2416.392878,2.087445
node_57,2379.889137,-0.022016,2462.975058,4.177460,2416.559552,2.087501
node_58,2379.817436,-0.021916,2462.555957,4.177320,2416.764040,2.087475
node_59,2368.941640,-0.024993,2452.874204,4.175790,2407.165270,2.085476
node_60,0.000000,0.000000,2450.552694,4.175467,0.000000,0.000000
node_61,0.000000,0.000000,2449.778732,4.175359,0.000000,0.000000
node_62,2344.797984,-0.032250,2434.403718,4.173041,2385.386006,2.081400
node_63,2344.797984,-0.032250,2434.403718,4.173041,2385.386006,2.081400
node_64,2344.579978,-0.032283,2433.014362,4.173817,2380.439717,2.081575
node_65,2344.266763,-0.032180,2431.868666,4.174230,2378.035294,2.081696
node_66,2345.792806,-0.031978,2429.202068,4.175319,2372.842344,2.081700
node_67,2346.941638,-0.032354,2430.606106,4.176642,2365.660662,2.082280
node_68,2347.518784,-0.032782,2431.181529,4.177108,2362.002536,2.082244
node_69,2344.764497,-0.032253,2434.379195,4.173039,2385.360983,2.081398
node_70,2340.867403,-0.032818,0.000000,0.000000,0.000000,0.000000
node_71,2336.397174,-0.033469,0.000000,0.000000,0.000000,0.000000
node_72,2333.225682,-0.033931,0.000000,0.000000,0.000000,0.000000
node_73,2331.436148,-0.034193,0.000000,0.000000,0.000000,0.000000
node_74,2341.357970,-0.033142,2429.850746,4.172356,2381.729126,2.080263
node_75,0.000000,0.000000,0.000000,0.000000,2376.452247,2.079508
node_76,0.000000,0.000000,0.000000,0.000000,2371.971768,2.078866
node_77,0.000000,0.000000,0.000000,0.000000,2369.409787,2.078497
node_78,2337.938752,-0.033672,2426.880828,4.171415,2380.996916,2.080088
node_79,2336.559760,-0.034273,2425.239469,4.170912,2379.268904,2.079674
node_80,2336.246752,-0.034484,2425.141038,4.170893,2378.687232,2.079590
node_81,2335.519637,-0.034749,2425.460144,4.170848,2378.575183,2.079764
node_82,2336.299117,-0.034926,2423.992046,4.170903,2376.151045,2.078824
node_83,2336.503031,-0.035654,2424.318635,4.171423,2372.899245,2.078150
node_84,2335.923867,-0.035971,2424.626949,4.171453,2372.380008,2.078207
node_85,2336.153067,-0.035993,2424.581357,4.171534,2371.984536,2.078070
node_86,0.000000,0.000000,0.000000,0.000000,2366.399836,2.077217
node_87,0.000000,0.000000,0.000000,0.000000,2363.349700,2.076778
node_88,2333.731288,-0.033941,2420.828221,4.168964,2382.685882,2.079806
node_89,2331.212956,-0.034265,2417.731579,4.167613,2382.861536,2.079744
node_90,2330.072187,-0.034432,0.000000,0.000000,0.000000,0.000000
node_91,2330.651971,-0.034305,2416.304021,4.167139,2382.691295,2.079549
node_92,0.000000,0.000000,2414.891072,4.166940,0.000000,0.000000
node_93,2330.262076,-0.034474,2415.837060,4.166996,2382.209981,2.079433
node_94,0.000000,0.000000,0.000000,0.000000,2380.297525,2.079159
node_95,2329.461619,-0.034603,2415.454862,4.166707,2382.438858,2.079563
node_96,2327.669188,-0.034866,0.000000,0.000000,0.000000,0.000000
node_97,2329.367437,-0.034420,2414.519403,4.166382,2382.893406,2.079503
node_98,0.000000,0.000000,2413.891361,4.166293,0.000000,0.000000
node_99,2342.429895,-0.032825,2432.791816,4.172619,2384.249499,2.081262
node_100,2341.885330,-0.033028,2432.182321,4.172467,2383.777060,2.081097
node_101,2342.561401,-0.032801,2430.185143,4.172274,2383.021147,2.080397
node_102,2343.025708,-0.032858,2430.028647,4.172495,2382.075626,2.080070
node_103,2340.591386,-0.033213,2431.759696,4.172337,2383.565367,2.081276
node_104,0.000000,0.000000,0.000000,0.000000,2379.972354,2.080763
node_105,0.000000,0.000000,0.000000,0.000000,2375.817409,2.080169
node_106,0.000000,0.000000,0.000000,0.000000,2371.338434,2.079526
node_107,2337.502721,-0.033514,2430.987443,4.171516,2384.983059,2.082039
node_108,0.000000,0.000000,2426.766727,4.170924,0.000000,0.000000
node_109,0.000000,0.000000,2423.165342,4.170419,0.000000,0.000000
node_110,2333.793889,-0.034839,2432.613027,4.171282,2384.605001,2.082812
node_111,2323.470597,-0.036340,0.000000,0.000000,0.000000,0.000000
node_112,2318.549892,-0.037061,0.000000,0.000000,0.000000,0.000000
node_113,2316.666494,-0.037338,0.000000,0.000000,0.000000,0.000000
node_114,2316.908156,-0.037302,0.000000,0.000000,0.000000,0.000000
node_115,2311.736459,-0.038062,0.000000,0.000000,0.000000,0.000000
node_116,2310.669641,-0.038220,0.000000,0.000000,0.000000,0.000000
node_117,2411.713384,-0.015891,2477.271536,4.182844,2437.788647,2.091460
node_118,2392.483224,-0.018853,2474.294201,4.183199,2428.043063,2.095802
node_119,2389.157512,-0.021308,2478.631561,4.185359,2419.529994,2.096091
node_120,2377.879143,-0.018226,2463.751769,4.183057,2419.380683,2.096505
node_121,2333.793889,-0.034839,2432.613027,4.171282,2384.605001,2.082812
node_122,2344.797984,-0.032250,2434.403718,4.173041,2385.386006,2.081400
node_123,2343.025708,-0.032858,2430.028647,4.172495,2382.075626,2.080070
node_124,2342.429856,-0.032825,2432.791787,4.172619,2384.249478,2.081262
node_125,2344.797784,-0.032250,2434.403574,4.173041,2385.385859,2.081400
